formatted_date,open,high,low,close,adjclose,volume
2021-05-10,75.36000061035156,76.83999633789062,75.11000061035156,75.12999725341797,69.71595764160156,19628200
2021-05-11,74.5,75.56999969482422,73.91000366210938,74.87000274658203,69.47469329833984,21534800
2021-05-12,75.94000244140625,76.4000015258789,73.9000015258789,74.2300033569336,68.88082122802734,19791300
2021-05-13,73.87999725341797,75.87999725341797,73.80000305175781,75.29000091552734,69.86442565917969,18622300
2021-05-14,75.68000030517578,76.7699966430664,75.66000366210938,76.55999755859375,71.04290771484375,14122700
2021-05-17,76.33000183105469,77.47000122070312,76.0999984741211,77.41999816894531,71.84093475341797,14676300
2021-05-18,77.37999725341797,77.69000244140625,76.56999969482422,76.62000274658203,71.09858703613281,13729600
2021-05-19,75.62000274658203,76.6500015258789,74.72000122070312,76.45999908447266,70.95011138916016,23283600
2021-05-20,76.16999816894531,76.63999938964844,75.36000061035156,76.19999694824219,70.70885467529297,15244300
2021-05-21,76.5,77.80999755859375,76.41000366210938,77.6500015258789,72.05435943603516,18544500
2021-05-24,77.83000183105469,78.36000061035156,77.47000122070312,78.02999877929688,72.40697479248047,16750200
2021-05-25,78.19999694824219,79.27999877929688,77.19000244140625,77.27999877929688,71.71101379394531,20015800
2021-05-26,77.20999908447266,77.9000015258789,76.68000030517578,77.5199966430664,71.93373107910156,15243400
2021-05-27,78.5199966430664,79.11000061035156,77.94999694824219,78.76000213623047,73.0843734741211,17467000
2021-05-28,78.66000366210938,78.97000122070312,77.91000366210938,78.70999908447266,73.03797149658203,14392800
2021-06-01,79.48999786376953,80.08999633789062,79.33999633789062,79.76000213623047,74.01231384277344,15450500
2021-06-02,80.0999984741211,80.29000091552734,79.37999725341797,79.86000061035156,74.10511016845703,15285600
2021-06-03,79.70999908447266,80.29000091552734,79.41999816894531,79.62999725341797,73.89167785644531,22255800
2021-06-04,79.69000244140625,79.87000274658203,78.80999755859375,79.48999786376953,73.76177215576172,13807000
2021-06-07,79.62000274658203,79.6500015258789,79.0199966430664,79.30999755859375,73.59473419189453,12670100
2021-06-08,78.30000305175781,79.41999816894531,77.70999908447266,79.08000183105469,73.38131713867188,15399100
2021-06-09,78.66999816894531,78.77999877929688,77.76000213623047,78.13999938964844,72.50904083251953,13778400
2021-06-10,79.04000091552734,79.29000091552734,76.83000183105469,76.88999938964844,71.34912872314453,15277400
2021-06-11,77.0,77.19000244140625,76.0999984741211,76.4800033569336,70.96868133544922,18043500
2021-06-14,76.61000061035156,76.7699966430664,74.66999816894531,75.16000366210938,69.74381256103516,18304400
2021-06-15,75.05000305175781,75.33999633789062,73.25,73.81999969482422,68.50035858154297,25191700
2021-06-16,72.75,73.0,70.1500015258789,71.45999908447266,66.31043243408203,53319800
2021-06-17,72.58000183105469,72.61000061035156,68.16000366210938,68.86000061035156,63.897796630859375,48523000
2021-06-18,68.4800033569336,68.75,67.12999725341797,67.61000061035156,62.73786544799805,44582900
2021-06-21,68.44000244140625,69.08999633789062,67.87999725341797,68.44999694824219,63.517333984375,30266600
2021-06-22,68.9000015258789,69.41000366210938,67.7699966430664,68.95999908447266,63.99058151245117,21564600
2021-06-23,69.36000061035156,70.05000305175781,69.08000183105469,69.6500015258789,64.63085174560547,19672700
2021-06-24,70.33000183105469,71.66999816894531,69.94999694824219,71.31999969482422,66.1805191040039,23900400
2021-06-25,71.44999694824219,71.8499984741211,69.86000061035156,71.55000305175781,66.3939437866211,26727400
2021-06-28,71.31999969482422,71.66999816894531,70.45999908447266,71.51000213623047,66.35681915283203,17660900
