formatted_date,open,high,low,close,adjclose,volume
2018-05-10,8.505000114440918,8.895000457763672,8.489999771118164,8.875,8.262031555175781,5679000
2018-05-11,8.789999961853027,9.050000190734863,8.75,8.895000457763672,8.28065013885498,3122600
2018-05-14,8.895000457763672,9.140000343322754,8.8149995803833,8.944999694824219,8.32719612121582,4698000
2018-05-15,8.850000381469727,9.399999618530273,8.850000381469727,9.300000190734863,8.65767765045166,7290400
2018-05-16,9.204999923706055,9.59000015258789,9.180000305175781,9.539999961853027,8.88110065460205,3832400
2018-05-17,9.524999618530273,9.529999732971191,9.220000267028809,9.345000267028809,8.699570655822754,6030800
2018-05-18,9.210000038146973,9.34000015258789,9.045000076293945,9.149999618530273,8.518037796020508,7126000
2018-05-21,9.204999923706055,9.359999656677246,8.949999809265137,8.96500015258789,8.34581470489502,6023000
2018-05-22,9.0600004196167,9.229999542236328,8.944999694824219,9.020000457763672,8.397014617919922,5752200
2018-05-23,9.015000343322754,9.154999732971191,8.975000381469727,9.010000228881836,8.38770866394043,5223200
2018-05-24,9.119999885559082,9.425000190734863,9.024999618530273,9.40999984741211,8.760079383850098,7041000
2018-05-25,9.369999885559082,9.71500015258789,9.255000114440918,9.350000381469727,8.704222679138184,6308400
2018-05-28,9.225000381469727,9.414999961853027,8.8149995803833,8.84000015258789,8.229448318481445,5369800
2018-05-29,8.925000190734863,9.1850004196167,8.6850004196167,8.6850004196167,8.085155487060547,13530800
2018-05-30,8.734999656677246,8.864999771118164,8.545000076293945,8.59000015258789,7.9967145919799805,26881800
2018-06-01,8.729999542236328,9.0,8.395000457763672,8.524999618530273,7.936203479766846,7908200
2018-06-04,8.609999656677246,8.670000076293945,8.369999885559082,8.399999618530273,7.81983757019043,7279800
2018-06-05,8.449999809265137,8.505000114440918,8.140000343322754,8.199999809265137,7.633648872375488,8077200
2018-06-06,8.149999618530273,8.515000343322754,8.130000114440918,8.5,7.912932872772217,13898800
2018-06-07,8.5,8.630000114440918,7.934999942779541,8.21500015258789,7.647616386413574,9004600
2018-06-08,8.289999961853027,8.369999885559082,7.945000171661377,8.25,7.680194854736328,8326600
2018-06-11,8.274999618530273,8.3100004196167,7.985000133514404,8.03499984741211,7.480047702789307,4764200
2018-06-12,8.0600004196167,8.140000343322754,7.914999961853027,7.945000171661377,7.396263599395752,5044800
2018-06-13,7.974999904632568,8.039999961853027,7.730000019073486,7.804999828338623,7.265933036804199,7070200
2018-06-14,7.730000019073486,7.849999904632568,7.559999942779541,7.625,7.0983662605285645,7808400
2018-06-15,7.574999809265137,7.889999866485596,7.559999942779541,7.889999866485596,7.345062255859375,14773600
2018-06-18,7.795000076293945,7.840000152587891,7.625,7.635000228881836,7.107675552368164,5532600
2018-06-19,7.625,7.829999923706055,7.534999847412109,7.605000019073486,7.079747676849365,6971200
2018-06-20,7.710000038146973,7.71999979019165,7.565000057220459,7.699999809265137,7.168185234069824,5895800
2018-06-21,7.704999923706055,7.815000057220459,7.635000228881836,7.735000133514404,7.200767517089844,6340000
2018-06-22,7.755000114440918,7.795000076293945,7.659999847412109,7.71999979019165,7.186803340911865,5942200
2018-06-25,7.75,8.020000457763672,7.75,7.909999847412109,7.363681316375732,4881800
2018-06-26,8.010000228881836,8.024999618530273,7.815000057220459,7.980000019073486,7.428846836090088,4013000
2018-06-27,7.994999885559082,8.010000228881836,7.760000228881836,7.860000133514404,7.317134380340576,4980000
2018-06-28,7.880000114440918,8.079999923706055,7.775000095367432,8.055000305175781,7.498668193817139,4737200
2018-06-29,8.095000267028809,8.21500015258789,8.055000305175781,8.125,7.563832759857178,6415400
2018-07-02,8.149999618530273,8.149999618530273,7.829999923706055,7.829999923706055,7.306820869445801,3220600
2018-07-03,7.875,8.015000343322754,7.875,8.0,7.4654622077941895,5298200
2018-07-04,8.109999656677246,8.109999656677246,7.949999809265137,7.949999809265137,7.418803691864014,1049000
2018-07-05,7.900000095367432,8.0649995803833,7.809999942779541,7.989999771118164,7.456130504608154,5561000
2018-07-06,7.925000190734863,8.220000267028809,7.925000190734863,8.170000076293945,7.624104976654053,3197200
2018-07-10,8.199999809265137,8.5,8.15999984741211,8.5,7.932057857513428,6771000
2018-07-11,8.420000076293945,8.505000114440918,8.380000114440918,8.404999732971191,7.843400478363037,6483800
2018-07-12,8.399999618530273,8.539999961853027,8.350000381469727,8.524999618530273,7.955383777618408,5233400
2018-07-13,8.46500015258789,8.574999809265137,8.380000114440918,8.574999809265137,8.002043724060059,3271200
2018-07-16,8.5600004196167,8.765000343322754,8.539999961853027,8.720000267028809,8.13735294342041,5505800
2018-07-17,8.720000267028809,9.194999694824219,8.720000267028809,9.095000267028809,8.487298965454102,9695600
2018-07-18,9.199999809265137,9.600000381469727,9.170000076293945,9.234999656677246,8.617942810058594,8757000
2018-07-19,9.199999809265137,9.449999809265137,9.055000305175781,9.390000343322754,8.762587547302246,5159000
2018-07-20,9.475000381469727,9.550000190734863,9.225000381469727,9.324999809265137,8.701930046081543,8147800
2018-07-23,9.25,9.489999771118164,9.164999961853027,9.420000076293945,8.829593658447266,4271800
2018-07-24,9.5,9.680000305175781,9.404999732971191,9.5,8.904577255249023,7137600
2018-07-25,9.46500015258789,9.59000015258789,9.449999809265137,9.449999809265137,8.857708930969238,5388200
2018-07-26,9.399999618530273,9.46500015258789,9.114999771118164,9.28499984741211,8.703052520751953,6683600
2018-07-27,9.369999885559082,9.385000228881836,9.1899995803833,9.225000381469727,8.646809577941895,4466800
2018-07-30,9.34000015258789,9.345000267028809,9.164999961853027,9.300000190734863,8.71711254119873,13438400
2018-07-31,9.229999542236328,9.369999885559082,9.1850004196167,9.255000114440918,8.67492961883545,4939000
2018-08-01,9.25,9.354999542236328,9.154999732971191,9.154999732971191,8.581196784973145,3880400
2018-08-02,9.135000228881836,9.25,8.979999542236328,8.979999542236328,8.417169570922852,4816600
2018-08-03,9.020000457763672,9.170000076293945,8.9350004196167,9.0649995803833,8.49683952331543,5871000
2018-08-06,9.069999694824219,9.274999618530273,9.045000076293945,9.125,8.553082466125488,4309200
2018-08-07,9.149999618530273,9.350000381469727,9.130000114440918,9.265000343322754,8.684304237365723,10229000
2018-08-08,9.364999771118164,9.364999771118164,8.960000038146973,9.0649995803833,8.49683952331543,8031200
2018-08-09,9.024999618530273,9.145000457763672,8.854999542236328,9.029999732971191,8.464034080505371,6617400
2018-08-10,8.90999984741211,9.024999618530273,8.630000114440918,8.664999961853027,8.121909141540527,5386400
2018-08-13,8.604999542236328,8.890000343322754,8.5649995803833,8.8149995803833,8.2625093460083,4197400
2018-08-14,8.9350004196167,9.045000076293945,8.739999771118164,8.78499984741211,8.234387397766113,5169400
2018-08-15,8.680000305175781,8.920000076293945,8.654999732971191,8.8149995803833,8.2625093460083,7495600
2018-08-16,8.824999809265137,8.920000076293945,8.734999656677246,8.850000381469727,8.295315742492676,4431800
2018-08-17,8.774999618530273,8.864999771118164,8.654999732971191,8.75,8.20158576965332,3677400
2018-08-20,8.675000190734863,8.774999618530273,8.604999542236328,8.720000267028809,8.173462867736816,3651800
2018-08-21,8.699999809265137,8.890000343322754,8.699999809265137,8.75,8.20158576965332,5005600
2018-08-22,8.704999923706055,9.039999961853027,8.704999923706055,8.9350004196167,8.37498950958252,4058800
2018-08-23,8.989999771118164,9.079999923706055,8.854999542236328,8.9399995803833,8.37967586517334,6023600
2018-08-24,9.020000457763672,9.0649995803833,8.78499984741211,8.84000015258789,8.285943031311035,3181200
2018-08-27,8.960000038146973,9.0600004196167,8.899999618530273,9.0,8.43591594696045,2555000
2018-08-28,9.0,9.25,8.920000076293945,9.244999885559082,8.665559768676758,5171000
2018-08-29,9.244999885559082,9.395000457763672,9.1850004196167,9.375,8.787410736083984,4650800
2018-08-30,9.300000190734863,9.444999694824219,9.225000381469727,9.420000076293945,8.829593658447266,5435800
2018-08-31,9.329999923706055,9.569999694824219,9.329999923706055,9.569999694824219,8.97018814086914,7649600
2018-09-03,9.520000457763672,9.545000076293945,9.295000076293945,9.399999618530273,8.810842514038086,3739800
2018-09-04,9.4399995803833,9.4399995803833,9.180000305175781,9.324999809265137,8.740547180175781,3768000
2018-09-05,9.234999656677246,9.350000381469727,9.175000190734863,9.28499984741211,8.703052520751953,3275600
2018-09-06,9.324999809265137,9.920000076293945,9.28499984741211,9.744999885559082,9.134221076965332,8037400
2018-09-10,9.805000305175781,9.9350004196167,9.71500015258789,9.774999618530273,9.162339210510254,4577400
2018-09-11,9.585000038146973,9.78499984741211,9.505000114440918,9.550000190734863,8.95144271850586,3798400
2018-09-12,9.654999732971191,9.65999984741211,9.390000343322754,9.399999618530273,8.810842514038086,8334400
2018-09-13,9.510000228881836,9.515000343322754,9.1850004196167,9.369999885559082,8.78272533416748,4690800
2018-09-14,9.359999656677246,9.635000228881836,9.335000038146973,9.600000381469727,8.998311042785645,5884000
2018-09-17,9.595000267028809,9.744999885559082,9.5,9.649999618530273,9.045173645019531,4300400
2018-09-18,9.539999961853027,9.774999618530273,9.539999961853027,9.574999809265137,8.974876403808594,4508800
2018-09-19,9.520000457763672,9.604999542236328,9.414999961853027,9.494999885559082,8.899890899658203,3381200
2018-09-20,9.5649995803833,9.65999984741211,9.454999923706055,9.545000076293945,8.946755409240723,3613200
2018-09-21,9.635000228881836,9.755000114440918,9.569999694824219,9.725000381469727,9.115472793579102,6937800
2018-09-24,9.699999809265137,9.845000267028809,9.609999656677246,9.645000457763672,9.058791160583496,3265000
2018-09-25,9.524999618530273,9.789999961853027,9.5,9.755000114440918,9.162105560302734,3507600
2018-09-26,9.75,10.0,9.71500015258789,9.84000015258789,9.241939544677734,4733600
2018-09-27,9.895000457763672,10.0,9.850000381469727,9.949999809265137,9.34525203704834,4275800
2018-09-28,9.829999923706055,9.954999923706055,9.779999732971191,9.875,9.274809837341309,4031600
2018-10-01,9.899999618530273,9.899999618530273,9.710000038146973,9.744999885559082,9.15271282196045,3325800
2018-10-02,9.819999694824219,10.0,9.819999694824219,9.869999885559082,9.27011489868164,4698800
2018-10-03,10.005000114440918,10.125,9.505000114440918,9.71500015258789,9.124534606933594,9137200
2018-10-04,9.774999618530273,9.854999542236328,9.479999542236328,9.555000305175781,8.974258422851562,4519000
2018-10-05,9.694999694824219,9.84000015258789,9.515000343322754,9.550000190734863,8.969561576843262,4150000
2018-10-08,9.925000190734863,9.925000190734863,9.364999771118164,9.524999618530273,8.946083068847656,14482200
2018-10-09,9.579999923706055,9.595000267028809,9.145000457763672,9.149999618530273,8.593875885009766,9621000
2018-10-10,9.149999618530273,9.329999923706055,9.050000190734863,9.199999809265137,8.640836715698242,4561400
2018-10-11,9.28499984741211,9.359999656677246,9.154999732971191,9.21500015258789,8.654924392700195,3906400
2018-10-15,9.335000038146973,9.335000038146973,9.055000305175781,9.149999618530273,8.593875885009766,3746400
2018-10-16,9.175000190734863,9.449999809265137,9.154999732971191,9.375,8.805201530456543,6823800
2018-10-17,9.404999732971191,9.595000267028809,9.324999809265137,9.324999809265137,8.7582368850708,6555400
2018-10-18,9.345000267028809,9.350000381469727,9.135000228881836,9.204999923706055,8.64553165435791,5716400
2018-10-19,9.289999961853027,9.350000381469727,9.194999694824219,9.300000190734863,8.734755516052246,5525400
2018-10-22,9.385000228881836,9.420000076293945,9.25,9.324999809265137,8.7582368850708,3892400
2018-10-23,9.199999809265137,9.694999694824219,9.199999809265137,9.600000381469727,9.016524314880371,7738600
2018-10-24,9.6899995803833,9.744999885559082,9.470000267028809,9.675000190734863,9.086968421936035,10796000
2018-10-25,9.720000267028809,9.859999656677246,9.505000114440918,9.505000114440918,8.927299499511719,13028200
2018-10-26,9.545000076293945,9.545000076293945,9.03499984741211,9.039999961853027,8.490561485290527,15550600
2018-10-29,8.779999732971191,8.930000305175781,8.614999771118164,8.75,8.21818733215332,13586000
2018-10-30,8.869999885559082,9.149999618530273,8.8100004196167,9.149999618530273,8.593875885009766,10193400
2018-10-31,9.199999809265137,9.319999694824219,8.954999923706055,9.0,8.45299243927002,10170200
2018-11-01,9.010000228881836,9.194999694824219,8.880000114440918,9.100000381469727,8.546916007995605,8679200
2018-11-05,9.100000381469727,9.494999885559082,9.100000381469727,9.354999542236328,8.786412239074707,7289600
2018-11-06,9.255000114440918,9.529999732971191,9.210000038146973,9.350000381469727,8.781721115112305,6576200
2018-11-07,9.375,9.569999694824219,9.375,9.430000305175781,8.85685920715332,5896200
2018-11-08,9.449999809265137,9.625,9.244999885559082,9.300000190734863,8.734755516052246,8205000
2018-11-09,9.324999809265137,9.380000114440918,9.104999542236328,9.300000190734863,8.734755516052246,5786200
2018-11-12,9.239999771118164,9.444999694824219,9.225000381469727,9.225000381469727,8.664316177368164,3269800
2018-11-13,9.324999809265137,9.359999656677246,9.03499984741211,9.0649995803833,8.514042854309082,6143400
2018-11-14,9.100000381469727,9.270000457763672,9.010000228881836,9.210000038146973,8.650229454040527,5997200
2018-11-16,9.225000381469727,9.425000190734863,9.175000190734863,9.274999618530273,8.711278915405273,9100400
2018-11-19,9.274999618530273,9.274999618530273,9.029999732971191,9.100000381469727,8.546916007995605,5475200
