Dates;Open;Close;High;Low
09/05/2012 10:03:00;20,05;20,05;20,13;20,04
09/05/2012 10:04:00;20,06;20,04;20,1;20,04
09/05/2012 10:05:00;20,04;20,02;20,04;20,02
09/05/2012 10:06:00;20,02;20,01;20,03;20,01
09/05/2012 10:07:00;20,01;20,03;20,03;20,0
09/05/2012 10:08:00;20,03;20,05;20,07;20,03
09/05/2012 10:09:00;20,07;20,05;20,07;20,05
09/05/2012 10:10:00;20,05;20,05;20,09;20,04
09/05/2012 10:11:00;20,05;20,08;20,09;20,05
09/05/2012 10:12:00;20,05;20,05;20,06;20,04
09/05/2012 10:13:00;20,04;20,06;20,07;20,04
09/05/2012 10:14:00;20,05;20,06;20,09;20,05
09/05/2012 10:15:00;20,08;20,07;20,08;20,07
09/05/2012 10:16:00;20,07;20,05;20,08;20,04
09/05/2012 10:17:00;20,05;20,07;20,07;20,05
09/05/2012 10:18:00;20,07;20,08;20,08;20,07
09/05/2012 10:19:00;20,08;20,08;20,08;20,07
09/05/2012 10:20:00;20,08;20,06;20,08;20,06
09/05/2012 10:21:00;20,06;20,05;20,06;20,04
09/05/2012 10:22:00;20,05;20,07;20,07;20,05
09/05/2012 10:23:00;20,08;20,07;20,08;20,06
09/05/2012 10:24:00;20,06;20,05;20,06;20,04
09/05/2012 10:25:00;20,04;20,0;20,05;20,0
09/05/2012 10:26:00;20,0;19,89;20,01;19,88
09/05/2012 10:27:00;19,89;19,9;19,9;19,86
09/05/2012 10:28:00;19,9;19,86;19,9;19,86
09/05/2012 10:29:00;19,88;19,87;19,9;19,86
09/05/2012 10:30:00;19,86;19,86;19,9;19,83
09/05/2012 10:31:00;19,85;19,87;19,87;19,84
09/05/2012 10:32:00;19,86;19,86;19,87;19,85
09/05/2012 10:33:00;19,85;19,86;19,87;19,85
09/05/2012 10:34:00;19,87;19,86;19,88;19,86
09/05/2012 10:35:00;19,86;19,83;19,86;19,82
09/05/2012 10:36:00;19,83;19,83;19,85;19,82
09/05/2012 10:37:00;19,84;19,84;19,85;19,82
09/05/2012 10:38:00;19,83;19,85;19,85;19,83
09/05/2012 10:39:00;19,85;19,87;19,87;19,83
09/05/2012 10:40:00;19,87;19,89;19,9;19,87
09/05/2012 10:41:00;19,89;19,88;19,9;19,87
09/05/2012 10:42:00;19,88;19,87;19,89;19,87
09/05/2012 10:43:00;19,86;19,85;19,89;19,83
09/05/2012 10:44:00;19,84;19,89;19,89;19,84
09/05/2012 10:45:00;19,88;19,87;19,89;19,86
09/05/2012 10:46:00;19,87;19,87;19,87;19,86
09/05/2012 10:47:00;19,87;19,88;19,89;19,87
09/05/2012 10:48:00;19,88;19,87;19,88;19,87
09/05/2012 10:49:00;19,87;19,85;19,88;19,85
09/05/2012 10:50:00;19,85;19,84;19,85;19,82
09/05/2012 10:51:00;19,83;19,84;19,85;19,83
09/05/2012 10:52:00;19,84;19,83;19,86;19,83
09/05/2012 10:53:00;19,83;19,83;19,83;19,82
09/05/2012 10:54:00;19,83;19,82;19,83;19,82
09/05/2012 10:55:00;19,83;19,81;19,83;19,8
09/05/2012 10:56:00;19,81;19,82;19,82;19,8
09/05/2012 10:57:00;19,82;19,79;19,82;19,78
09/05/2012 10:58:00;19,79;19,8;19,81;19,78
09/05/2012 10:59:00;19,79;19,81;19,82;19,79
09/05/2012 11:00:00;19,81;19,82;19,85;19,81
09/05/2012 11:01:00;19,83;19,84;19,86;19,83
09/05/2012 11:02:00;19,84;19,84;19,86;19,83
09/05/2012 11:03:00;19,85;19,86;19,87;19,84
09/05/2012 11:04:00;19,86;19,85;19,87;19,84
09/05/2012 11:05:00;19,85;19,85;19,85;19,83
09/05/2012 11:06:00;19,84;19,83;19,85;19,83
09/05/2012 11:07:00;19,83;19,81;19,83;19,81
09/05/2012 11:08:00;19,81;19,82;19,83;19,8
09/05/2012 11:09:00;19,82;19,83;19,83;19,8
09/05/2012 11:10:00;19,83;19,82;19,83;19,81
09/05/2012 11:11:00;19,82;19,83;19,83;19,8
09/05/2012 11:12:00;19,83;19,84;19,86;19,82
09/05/2012 11:13:00;19,84;19,85;19,86;19,84
09/05/2012 11:14:00;19,85;19,87;19,87;19,84
09/05/2012 11:15:00;19,85;19,86;19,87;19,84
09/05/2012 11:16:00;19,86;19,86;19,87;19,86
09/05/2012 11:17:00;19,86;19,86;19,87;19,86
09/05/2012 11:18:00;19,86;19,86;19,87;19,86
09/05/2012 11:19:00;19,86;19,86;19,86;19,86
09/05/2012 11:20:00;19,86;19,85;19,87;19,84
09/05/2012 11:21:00;19,85;19,84;19,85;19,84
09/05/2012 11:22:00;19,84;19,84;19,85;19,84
09/05/2012 11:23:00;19,84;19,82;19,84;19,82
09/05/2012 11:24:00;19,82;19,81;19,82;19,81
09/05/2012 11:25:00;19,81;19,82;19,83;19,81
09/05/2012 11:26:00;19,82;19,83;19,83;19,82
09/05/2012 11:27:00;19,82;19,81;19,82;19,81
09/05/2012 11:28:00;19,81;19,81;19,82;19,81
09/05/2012 11:29:00;19,81;19,79;19,81;19,78
09/05/2012 11:30:00;19,8;19,8;19,8;19,79
09/05/2012 11:31:00;19,8;19,79;19,8;19,79
09/05/2012 11:32:00;19,79;19,79;19,8;19,79
09/05/2012 11:33:00;19,79;19,8;19,8;19,79
09/05/2012 11:34:00;19,79;19,79;19,8;19,79
09/05/2012 11:35:00;19,8;19,83;19,83;19,79
09/05/2012 11:36:00;19,83;19,86;19,86;19,83
09/05/2012 11:37:00;19,86;19,83;19,87;19,83
09/05/2012 11:38:00;19,85;19,86;19,87;19,84
09/05/2012 11:39:00;19,86;19,9;19,9;19,86
09/05/2012 11:40:00;19,89;19,89;19,9;19,88
09/05/2012 11:41:00;19,89;19,9;19,92;19,87
09/05/2012 11:42:00;19,9;19,88;19,9;19,88
